time,open,high,low,close,volume
2025/2/6 19:29,1.03845,1.03855,1.0384,1.0385,45
2025/2/6 19:30,1.0385,1.03855,1.0384,1.03845,88
2025/2/6 19:31,1.03845,1.03845,1.03825,1.0383,79
2025/2/6 19:32,1.03825,1.03825,1.03805,1.03805,203
2025/2/6 19:33,1.0381,1.03825,1.0381,1.0382,60
2025/2/6 19:34,1.0382,1.0382,1.03805,1.03805,62
2025/2/6 19:35,1.03805,1.03805,1.0379,1.0379,158
2025/2/6 19:36,1.0379,1.03805,1.03785,1.03805,91
2025/2/6 19:37,1.03805,1.0381,1.038,1.0381,129
2025/2/6 19:38,1.0381,1.0382,1.0381,1.0381,87
2025/2/6 19:39,1.03805,1.03805,1.03795,1.03795,95
2025/2/6 19:40,1.03795,1.038,1.03775,1.0378,170
2025/2/6 19:41,1.0378,1.03785,1.03775,1.0378,116
2025/2/6 19:42,1.03785,1.0379,1.03785,1.0379,80
2025/2/6 19:43,1.03795,1.03795,1.03785,1.03785,56
2025/2/6 19:44,1.03785,1.0379,1.03785,1.0379,25
2025/2/6 19:45,1.0379,1.0381,1.0379,1.0381,68
2025/2/6 19:46,1.03805,1.0381,1.03805,1.03805,113
2025/2/6 19:47,1.03805,1.03805,1.038,1.038,31
2025/2/6 19:48,1.03795,1.03815,1.03795,1.03805,55
2025/2/6 19:49,1.0381,1.0382,1.03805,1.03815,57
2025/2/6 19:50,1.0382,1.0382,1.03815,1.03815,60
2025/2/6 19:51,1.0381,1.03815,1.03805,1.0381,64
2025/2/6 19:52,1.0381,1.0381,1.03795,1.03795,91
2025/2/6 19:53,1.038,1.038,1.03795,1.03795,41
2025/2/6 19:54,1.0379,1.03805,1.0379,1.038,55
2025/2/6 19:55,1.038,1.03805,1.03785,1.03785,70
2025/2/6 19:56,1.03785,1.0379,1.03785,1.0379,33
2025/2/6 19:57,1.0379,1.0383,1.0379,1.0383,341
2025/2/6 19:58,1.03825,1.03825,1.03815,1.03825,136
2025/2/6 19:59,1.0383,1.0383,1.03795,1.03795,171
2025/2/6 20:00,1.038,1.0382,1.0374,1.0376,1783
2025/2/6 20:01,1.0376,1.0378,1.0374,1.03755,664
2025/2/6 20:02,1.03755,1.03765,1.0374,1.0376,511
2025/2/6 20:03,1.0376,1.0379,1.03755,1.03785,493
2025/2/6 20:04,1.03785,1.03795,1.0378,1.0378,252
2025/2/6 20:05,1.03775,1.0378,1.03745,1.0376,189
2025/2/6 20:06,1.0376,1.0377,1.03745,1.0377,294
2025/2/6 20:07,1.03775,1.03775,1.0375,1.03765,143
2025/2/6 20:08,1.0377,1.03795,1.0376,1.03785,301
2025/2/6 20:09,1.0378,1.03795,1.0378,1.03785,424
2025/2/6 20:10,1.03785,1.03785,1.03735,1.03735,436
2025/2/6 20:11,1.03735,1.0375,1.03735,1.0375,272
2025/2/6 20:12,1.0375,1.0378,1.0375,1.0377,600
2025/2/6 20:13,1.03775,1.0378,1.0376,1.0377,321
2025/2/6 20:14,1.0377,1.03785,1.0376,1.03785,485
2025/2/6 20:15,1.03785,1.03795,1.0377,1.0377,355
2025/2/6 20:16,1.0377,1.03775,1.0376,1.0376,218
2025/2/6 20:17,1.0376,1.0377,1.03755,1.0377,140
2025/2/6 20:18,1.03765,1.0378,1.0376,1.03775,69
2025/2/6 20:19,1.03775,1.0378,1.03755,1.03755,87
2025/2/6 20:20,1.0376,1.03765,1.0375,1.03765,98
2025/2/6 20:21,1.0376,1.03775,1.0376,1.0376,96
2025/2/6 20:22,1.03755,1.03755,1.03745,1.0375,169
2025/2/6 20:23,1.0375,1.0376,1.03745,1.0375,167
2025/2/6 20:24,1.03745,1.03765,1.03745,1.0376,106
2025/2/6 20:25,1.03755,1.0377,1.03755,1.0377,88
2025/2/6 20:26,1.03765,1.03765,1.0375,1.03755,167
2025/2/6 20:27,1.03755,1.03785,1.0375,1.03785,209
2025/2/6 20:28,1.0378,1.0378,1.0377,1.0377,126
2025/2/6 20:29,1.0376,1.0376,1.03745,1.0375,70
2025/2/6 20:30,1.0375,1.0377,1.0375,1.0377,123
2025/2/6 20:31,1.0377,1.03775,1.0377,1.0377,82
2025/2/6 20:32,1.0377,1.0378,1.0377,1.03775,99
2025/2/6 20:33,1.0378,1.0378,1.0377,1.0377,96
2025/2/6 20:34,1.0377,1.0377,1.0376,1.0376,99
2025/2/6 20:35,1.0376,1.0376,1.0374,1.03745,210
2025/2/6 20:36,1.0374,1.03755,1.0371,1.03715,382
2025/2/6 20:37,1.03715,1.03745,1.03715,1.0373,180
2025/2/6 20:38,1.0373,1.0374,1.03715,1.03715,331
2025/2/6 20:39,1.03715,1.0373,1.03715,1.03725,237
2025/2/6 20:40,1.03725,1.03745,1.03725,1.03745,324
2025/2/6 20:41,1.0375,1.03805,1.0375,1.038,447
2025/2/6 20:42,1.03795,1.038,1.0379,1.0379,451
2025/2/6 20:43,1.03795,1.0381,1.03795,1.03805,192
2025/2/6 20:44,1.0381,1.03815,1.038,1.03805,162
2025/2/6 20:45,1.03805,1.03805,1.03765,1.03775,442
2025/2/6 20:46,1.03775,1.03785,1.0377,1.03785,384
2025/2/6 20:47,1.03785,1.0379,1.03775,1.03775,179
2025/2/6 20:48,1.03775,1.03785,1.0377,1.03775,86
2025/2/6 20:49,1.0377,1.0378,1.0377,1.0377,56
2025/2/6 20:50,1.0377,1.03795,1.0377,1.0379,160
2025/2/6 20:51,1.0379,1.0379,1.0377,1.03785,119
2025/2/6 20:52,1.0378,1.03785,1.03765,1.03775,101
2025/2/6 20:53,1.0377,1.0378,1.03765,1.0377,84
2025/2/6 20:54,1.0377,1.0377,1.0376,1.03765,101
2025/2/6 20:55,1.03765,1.0377,1.03755,1.0377,157
2025/2/6 20:56,1.0377,1.03775,1.03765,1.0377,91
2025/2/6 20:57,1.0378,1.03785,1.03775,1.0378,164
2025/2/6 20:58,1.03775,1.03785,1.03765,1.03785,117
2025/2/6 20:59,1.03785,1.03805,1.0378,1.038,272
2025/2/6 21:00,1.03805,1.0381,1.038,1.03805,316
2025/2/6 21:01,1.03805,1.03805,1.0379,1.0379,514
2025/2/6 21:02,1.0379,1.0379,1.03765,1.0377,84
2025/2/6 21:03,1.0377,1.03775,1.03745,1.0376,164
2025/2/6 21:04,1.0376,1.03775,1.0376,1.0377,104
2025/2/6 21:05,1.0377,1.03775,1.0375,1.0375,142
2025/2/6 21:06,1.0375,1.0375,1.03715,1.03745,281
2025/2/6 21:07,1.0375,1.0377,1.0375,1.0377,95
2025/2/6 21:08,1.0377,1.0379,1.0376,1.0379,125
2025/2/6 21:09,1.0379,1.0379,1.0377,1.03775,128
2025/2/6 21:10,1.0378,1.0379,1.03765,1.0377,455
2025/2/6 21:11,1.0377,1.03785,1.0377,1.03785,229
2025/2/6 21:12,1.03785,1.03785,1.03765,1.0378,133
2025/2/6 21:13,1.03785,1.03795,1.03775,1.0379,173
2025/2/6 21:14,1.0379,1.03805,1.0378,1.0379,349
2025/2/6 21:15,1.03795,1.038,1.03785,1.0379,90
2025/2/6 21:16,1.0379,1.0379,1.0376,1.03775,488
2025/2/6 21:17,1.03775,1.03785,1.03765,1.0378,304
2025/2/6 21:18,1.0378,1.03785,1.0377,1.03785,224
2025/2/6 21:19,1.0378,1.03785,1.03765,1.0377,151
2025/2/6 21:20,1.03775,1.03785,1.03765,1.03785,228
2025/2/6 21:21,1.03785,1.0379,1.03775,1.0378,302
2025/2/6 21:22,1.03775,1.03785,1.0377,1.0378,165
2025/2/6 21:23,1.0378,1.0378,1.03775,1.03775,144
2025/2/6 21:24,1.03775,1.03785,1.03765,1.0377,239
2025/2/6 21:25,1.0377,1.03785,1.0377,1.03785,137
2025/2/6 21:26,1.0379,1.0379,1.0378,1.0379,179
2025/2/6 21:27,1.03785,1.03795,1.0377,1.0377,138
2025/2/6 21:28,1.0377,1.0378,1.03765,1.03765,102
2025/2/6 21:29,1.0377,1.0379,1.03765,1.0379,465
2025/2/6 21:30,1.03795,1.03865,1.0378,1.0385,1352
2025/2/6 21:31,1.0385,1.0385,1.0382,1.03835,418
2025/2/6 21:32,1.03835,1.03835,1.03805,1.0381,479
2025/2/6 21:33,1.0381,1.03835,1.0381,1.0383,525
2025/2/6 21:34,1.0383,1.0384,1.03825,1.0384,182
2025/2/6 21:35,1.0384,1.03845,1.0381,1.03815,320
2025/2/6 21:36,1.0382,1.03825,1.03805,1.0382,182
2025/2/6 21:37,1.03825,1.03835,1.03815,1.0383,157
2025/2/6 21:38,1.03835,1.0385,1.0383,1.0383,322
2025/2/6 21:39,1.03825,1.03835,1.03825,1.0383,474
2025/2/6 21:40,1.0383,1.03835,1.0381,1.03815,469
2025/2/6 21:41,1.03815,1.0382,1.0381,1.03815,328
2025/2/6 21:42,1.0382,1.0382,1.038,1.03805,147
2025/2/6 21:43,1.0381,1.0381,1.0379,1.038,245
2025/2/6 21:44,1.038,1.03805,1.03785,1.03785,496
2025/2/6 21:45,1.03785,1.0379,1.0377,1.03775,607
2025/2/6 21:46,1.03775,1.0378,1.0376,1.03775,542
2025/2/6 21:47,1.0377,1.03795,1.0377,1.0377,336
2025/2/6 21:48,1.0377,1.03775,1.03765,1.0377,219
2025/2/6 21:49,1.03775,1.03785,1.03765,1.03765,199
2025/2/6 21:50,1.03765,1.03765,1.0375,1.03755,134
2025/2/6 21:51,1.0375,1.03755,1.03735,1.0374,329
2025/2/6 21:52,1.0374,1.0377,1.0374,1.0377,377
2025/2/6 21:53,1.0377,1.03775,1.0376,1.03765,226
2025/2/6 21:54,1.03765,1.0377,1.0375,1.03755,203
2025/2/6 21:55,1.03755,1.0377,1.0375,1.0375,128
2025/2/6 21:56,1.0375,1.0375,1.0374,1.0375,240
2025/2/6 21:57,1.0375,1.0376,1.0374,1.0376,214
2025/2/6 21:58,1.03755,1.03775,1.0375,1.03765,240
2025/2/6 21:59,1.0377,1.0379,1.0377,1.03785,199
2025/2/6 22:00,1.03785,1.038,1.0378,1.03795,230
2025/2/6 22:01,1.038,1.0381,1.03785,1.03805,236
2025/2/6 22:02,1.038,1.038,1.0378,1.03785,164
2025/2/6 22:03,1.0379,1.038,1.03785,1.0379,128
2025/2/6 22:04,1.03795,1.038,1.0379,1.0379,100
2025/2/6 22:05,1.03795,1.0381,1.0379,1.0381,118
2025/2/6 22:06,1.03815,1.0383,1.0381,1.03825,368
2025/2/6 22:07,1.0383,1.03845,1.0382,1.03845,231
2025/2/6 22:08,1.03845,1.0385,1.03835,1.03845,172
2025/2/6 22:09,1.0384,1.0385,1.0383,1.03845,227
2025/2/6 22:10,1.0384,1.0386,1.0384,1.03855,272
2025/2/6 22:11,1.0385,1.03855,1.0383,1.0383,145
2025/2/6 22:12,1.03835,1.03835,1.0382,1.03835,195
2025/2/6 22:13,1.0384,1.0384,1.0383,1.03835,101
2025/2/6 22:14,1.03835,1.03845,1.03835,1.03845,196
2025/2/6 22:15,1.03845,1.03845,1.0382,1.0383,107
2025/2/6 22:16,1.03825,1.03825,1.0381,1.0382,123
2025/2/6 22:17,1.03815,1.0383,1.03815,1.0382,83
2025/2/6 22:18,1.03825,1.0383,1.0381,1.0383,56
2025/2/6 22:19,1.0383,1.0383,1.03805,1.0381,114
2025/2/6 22:20,1.0381,1.03815,1.03805,1.0381,89
2025/2/6 22:21,1.0381,1.03825,1.03805,1.03825,37
2025/2/6 22:22,1.0382,1.0382,1.038,1.03805,63
2025/2/6 22:23,1.03805,1.03825,1.03805,1.03815,235
2025/2/6 22:24,1.0381,1.0383,1.03805,1.0383,163
2025/2/6 22:25,1.0383,1.0385,1.0383,1.03835,154
2025/2/6 22:26,1.0383,1.0385,1.0383,1.0385,62
2025/2/6 22:27,1.0385,1.03855,1.0384,1.0385,78
2025/2/6 22:28,1.03845,1.0385,1.03825,1.03845,131
2025/2/6 22:29,1.03845,1.03855,1.03845,1.03855,91
2025/2/6 22:30,1.03855,1.0386,1.03835,1.03855,215
2025/2/6 22:31,1.03855,1.0386,1.0384,1.03845,120
2025/2/6 22:32,1.03845,1.0385,1.03835,1.0384,103
2025/2/6 22:33,1.0384,1.03855,1.0384,1.0385,99
2025/2/6 22:34,1.0385,1.0388,1.0385,1.0388,357
2025/2/6 22:35,1.03875,1.0389,1.03865,1.0389,325
2025/2/6 22:36,1.03885,1.03905,1.0387,1.03885,545
2025/2/6 22:37,1.03885,1.03895,1.03875,1.03895,180
2025/2/6 22:38,1.0389,1.0389,1.03875,1.03885,111
2025/2/6 22:39,1.0389,1.0391,1.03885,1.03905,130
2025/2/6 22:40,1.039,1.03925,1.03895,1.03895,527
2025/2/6 22:41,1.03895,1.03915,1.0389,1.039,230
2025/2/6 22:42,1.039,1.0392,1.039,1.03915,188
2025/2/6 22:43,1.03915,1.0392,1.0391,1.0392,302
2025/2/6 22:44,1.03915,1.0392,1.03905,1.0391,254
2025/2/6 22:45,1.0391,1.03925,1.03905,1.0391,295
2025/2/6 22:46,1.0391,1.03915,1.03885,1.03885,360
2025/2/6 22:47,1.03885,1.03885,1.0386,1.0387,374
2025/2/6 22:48,1.03865,1.03865,1.0383,1.03835,226
2025/2/6 22:49,1.0383,1.03835,1.03805,1.0381,344
2025/2/6 22:50,1.0381,1.03825,1.03805,1.0381,309
2025/2/6 22:51,1.0381,1.03835,1.0381,1.03835,238
2025/2/6 22:52,1.0383,1.03845,1.0382,1.0384,268
2025/2/6 22:53,1.0384,1.0386,1.0383,1.0385,295
2025/2/6 22:54,1.0385,1.0385,1.03835,1.03835,185
2025/2/6 22:55,1.03835,1.0385,1.0383,1.03845,230
2025/2/6 22:56,1.0384,1.0385,1.0383,1.03835,371
2025/2/6 22:57,1.03835,1.03845,1.0383,1.0384,131
2025/2/6 22:58,1.03835,1.0384,1.03795,1.038,653
2025/2/6 22:59,1.03805,1.0381,1.03795,1.03805,458
2025/2/6 23:00,1.03805,1.03805,1.03795,1.038,378
2025/2/6 23:01,1.038,1.03855,1.038,1.0385,235
2025/2/6 23:02,1.03855,1.0389,1.0385,1.0389,525
2025/2/6 23:03,1.03895,1.0391,1.03885,1.0389,374
2025/2/6 23:04,1.03895,1.03915,1.03895,1.03895,193
2025/2/6 23:05,1.03895,1.03905,1.0388,1.0388,296
2025/2/6 23:06,1.03875,1.0388,1.03855,1.03855,123
2025/2/6 23:07,1.03855,1.03875,1.0385,1.0387,141
2025/2/6 23:08,1.03875,1.0391,1.03875,1.039,255
2025/2/6 23:09,1.039,1.039,1.0388,1.0389,132
2025/2/6 23:10,1.03885,1.0389,1.0387,1.0388,148
2025/2/6 23:11,1.0388,1.03905,1.0388,1.03895,153
2025/2/6 23:12,1.03895,1.039,1.0386,1.0388,441
2025/2/6 23:13,1.0388,1.0389,1.03865,1.0389,676
2025/2/6 23:14,1.03885,1.039,1.0388,1.03895,386
2025/2/6 23:15,1.03895,1.0391,1.03895,1.039,213
2025/2/6 23:16,1.03895,1.0391,1.03885,1.0391,282
2025/2/6 23:17,1.03915,1.03925,1.0391,1.03925,244
2025/2/6 23:18,1.0392,1.0392,1.03895,1.03895,135
2025/2/6 23:19,1.03895,1.03925,1.03885,1.03925,203
2025/2/6 23:20,1.0393,1.03945,1.0392,1.0392,492
2025/2/6 23:21,1.03925,1.03925,1.03905,1.03905,75
2025/2/6 23:22,1.039,1.0393,1.039,1.03925,175
2025/2/6 23:23,1.03925,1.0393,1.03905,1.03905,161
2025/2/6 23:24,1.039,1.039,1.0389,1.03895,170
2025/2/6 23:25,1.039,1.039,1.0389,1.03895,156
2025/2/6 23:26,1.0389,1.039,1.03885,1.0389,196
2025/2/6 23:27,1.03895,1.039,1.03885,1.0389,119
2025/2/6 23:28,1.0388,1.03885,1.0387,1.0387,223
2025/2/6 23:29,1.0387,1.0387,1.0384,1.0384,355
2025/2/6 23:30,1.03845,1.0385,1.03815,1.03825,739
2025/2/6 23:31,1.03825,1.03855,1.038,1.03845,1633
2025/2/6 23:32,1.03845,1.0385,1.0383,1.03835,161
2025/2/6 23:33,1.0383,1.0385,1.03825,1.03835,204
2025/2/6 23:34,1.03835,1.03835,1.03815,1.03825,274
2025/2/6 23:35,1.03825,1.03835,1.03815,1.0382,122
2025/2/6 23:36,1.03825,1.0384,1.03815,1.03815,85
2025/2/6 23:37,1.03815,1.03825,1.03805,1.03825,119
2025/2/6 23:38,1.03825,1.03825,1.03805,1.0381,93
2025/2/6 23:39,1.0381,1.03825,1.03775,1.03815,971
2025/2/6 23:40,1.03815,1.0383,1.03805,1.03815,240
2025/2/6 23:41,1.0382,1.0384,1.0382,1.0383,277
2025/2/6 23:42,1.0383,1.03865,1.0383,1.0385,472
2025/2/6 23:43,1.0385,1.03855,1.0384,1.0385,116
2025/2/6 23:44,1.0385,1.0386,1.03835,1.03845,151
2025/2/6 23:45,1.03845,1.03905,1.03845,1.0389,576
2025/2/6 23:46,1.0389,1.0389,1.03865,1.0387,414
2025/2/6 23:47,1.03865,1.0387,1.0385,1.0385,189
2025/2/6 23:48,1.0385,1.0388,1.0385,1.0387,334
2025/2/6 23:49,1.0387,1.0389,1.0387,1.03885,126
2025/2/6 23:50,1.03875,1.0388,1.0386,1.03865,290
2025/2/6 23:51,1.03865,1.0387,1.0385,1.0385,219
2025/2/6 23:52,1.0385,1.0386,1.03845,1.03845,225
2025/2/6 23:53,1.0384,1.03855,1.03835,1.03835,411
2025/2/6 23:54,1.03835,1.03855,1.0383,1.0384,522
2025/2/6 23:55,1.0384,1.03865,1.03825,1.0386,471
2025/2/6 23:56,1.03855,1.03855,1.03835,1.03855,360
2025/2/6 23:57,1.03855,1.0389,1.03855,1.0387,340
2025/2/6 23:58,1.03865,1.0388,1.0386,1.0387,484
2025/2/6 23:59,1.0387,1.0388,1.03865,1.0388,397
2025/2/7 0:00,1.0388,1.03885,1.0387,1.0388,617
2025/2/7 0:01,1.0388,1.0389,1.0387,1.03885,222
2025/2/7 0:02,1.03885,1.0389,1.03875,1.03875,276
2025/2/7 0:03,1.03875,1.0388,1.03865,1.0388,328
2025/2/7 0:04,1.0388,1.039,1.03875,1.039,199
2025/2/7 0:05,1.03895,1.039,1.0389,1.039,296
2025/2/7 0:06,1.039,1.03905,1.03895,1.039,96
2025/2/7 0:07,1.03905,1.0391,1.039,1.03905,60
2025/2/7 0:08,1.039,1.03905,1.03895,1.03905,45
2025/2/7 0:09,1.03905,1.03915,1.03885,1.03885,474
2025/2/7 0:10,1.0389,1.03905,1.03885,1.03905,137
2025/2/7 0:11,1.03905,1.03925,1.039,1.0392,228
2025/2/7 0:12,1.0392,1.03935,1.03915,1.0392,348
2025/2/7 0:13,1.0392,1.03925,1.03895,1.03895,171
2025/2/7 0:14,1.0389,1.03895,1.03875,1.03875,242
2025/2/7 0:15,1.03875,1.03885,1.0387,1.03875,249
2025/2/7 0:16,1.0388,1.039,1.0388,1.0389,204
2025/2/7 0:17,1.03885,1.03905,1.03885,1.03905,152
2025/2/7 0:18,1.0391,1.03925,1.0391,1.03915,66
2025/2/7 0:19,1.0392,1.03925,1.03905,1.03905,74
2025/2/7 0:20,1.0391,1.03925,1.0391,1.03925,68
2025/2/7 0:21,1.03925,1.03935,1.0392,1.0393,82
2025/2/7 0:22,1.03925,1.0394,1.0392,1.0392,206
2025/2/7 0:23,1.03925,1.03925,1.03915,1.0392,136
2025/2/7 0:24,1.03925,1.03945,1.03925,1.0394,52
2025/2/7 0:25,1.03935,1.03935,1.03925,1.03935,145
2025/2/7 0:26,1.0394,1.03945,1.03935,1.0394,196
2025/2/7 0:27,1.0394,1.03945,1.03915,1.0393,329
2025/2/7 0:28,1.03925,1.03935,1.03925,1.03935,341
2025/2/7 0:29,1.03935,1.0394,1.0392,1.03925,539
2025/2/7 0:30,1.0393,1.0394,1.0392,1.0393,171
2025/2/7 0:31,1.03925,1.03945,1.03925,1.03935,129
2025/2/7 0:32,1.03935,1.03935,1.03925,1.03925,35
2025/2/7 0:33,1.0392,1.03925,1.039,1.0391,158
2025/2/7 0:34,1.0391,1.03915,1.03895,1.03915,178
2025/2/7 0:35,1.03915,1.0392,1.03905,1.0391,139
2025/2/7 0:36,1.0391,1.03915,1.039,1.039,195
2025/2/7 0:37,1.039,1.03905,1.0389,1.03895,163
2025/2/7 0:38,1.03895,1.0391,1.0389,1.0391,90
2025/2/7 0:39,1.0391,1.03925,1.03905,1.03925,212
2025/2/7 0:40,1.03925,1.03925,1.03905,1.0391,166
2025/2/7 0:41,1.0391,1.0392,1.03905,1.03915,136
2025/2/7 0:42,1.03915,1.03915,1.03905,1.03905,50
2025/2/7 0:43,1.03905,1.03915,1.03895,1.039,86
2025/2/7 0:44,1.039,1.039,1.03895,1.03895,80
2025/2/7 0:45,1.03895,1.03895,1.0388,1.03885,285
2025/2/7 0:46,1.0389,1.03895,1.03885,1.0389,81
2025/2/7 0:47,1.0389,1.03895,1.0389,1.0389,95
2025/2/7 0:48,1.03885,1.0389,1.0388,1.03885,133
2025/2/7 0:49,1.03885,1.03885,1.03875,1.03875,24
2025/2/7 0:50,1.0387,1.0389,1.0387,1.0389,83
2025/2/7 0:51,1.03885,1.0391,1.03885,1.03905,194
2025/2/7 0:52,1.039,1.039,1.0389,1.03895,120
2025/2/7 0:53,1.039,1.03905,1.0389,1.0389,80
2025/2/7 0:54,1.0389,1.0389,1.0388,1.03885,87
2025/2/7 0:55,1.0388,1.03885,1.03875,1.0388,74
2025/2/7 0:56,1.0388,1.0388,1.0387,1.03875,91
2025/2/7 0:57,1.03875,1.03875,1.03865,1.03865,89
2025/2/7 0:58,1.0386,1.03865,1.0385,1.0385,87
2025/2/7 0:59,1.0385,1.03855,1.0385,1.0385,145
2025/2/7 1:00,1.03855,1.03865,1.03845,1.03865,1268
2025/2/7 1:01,1.0387,1.0388,1.03865,1.03875,133
2025/2/7 1:02,1.03875,1.03885,1.0387,1.03875,254
2025/2/7 1:03,1.0387,1.039,1.0387,1.039,156
2025/2/7 1:04,1.039,1.03905,1.039,1.03905,132
2025/2/7 1:05,1.03905,1.0391,1.039,1.03905,132
2025/2/7 1:06,1.03905,1.03915,1.03905,1.03915,195
2025/2/7 1:07,1.0391,1.0393,1.0391,1.0393,133
2025/2/7 1:08,1.0393,1.0393,1.03925,1.0393,60
2025/2/7 1:09,1.03925,1.03925,1.0391,1.03925,121
2025/2/7 1:10,1.0392,1.03925,1.0392,1.0392,53
2025/2/7 1:11,1.03925,1.03935,1.03925,1.0393,162
2025/2/7 1:12,1.03925,1.0394,1.03925,1.03935,49
2025/2/7 1:13,1.0393,1.0394,1.0393,1.0393,163
2025/2/7 1:14,1.0393,1.0394,1.0393,1.0394,101
2025/2/7 1:15,1.0394,1.0395,1.03935,1.0395,94
2025/2/7 1:16,1.0395,1.0396,1.03945,1.0396,206
2025/2/7 1:17,1.0396,1.03965,1.0395,1.0395,146
2025/2/7 1:18,1.03945,1.03945,1.03935,1.0394,62
2025/2/7 1:19,1.03935,1.03935,1.0392,1.0392,101
2025/2/7 1:20,1.0392,1.0394,1.0392,1.0394,99
2025/2/7 1:21,1.03935,1.0394,1.03935,1.03935,79
2025/2/7 1:22,1.0393,1.03935,1.03925,1.03935,65
2025/2/7 1:23,1.0394,1.03965,1.0394,1.03965,91
2025/2/7 1:24,1.0396,1.03965,1.03955,1.0396,151
2025/2/7 1:25,1.03965,1.0397,1.03965,1.0397,73
2025/2/7 1:26,1.03965,1.03965,1.03955,1.03965,93
2025/2/7 1:27,1.03965,1.03965,1.03955,1.0396,15
2025/2/7 1:28,1.0396,1.03975,1.03955,1.0397,108
2025/2/7 1:29,1.0397,1.0397,1.0396,1.03965,70
2025/2/7 1:30,1.03965,1.03965,1.0395,1.0395,87
2025/2/7 1:31,1.0395,1.03955,1.03945,1.03955,134
2025/2/7 1:32,1.03955,1.0396,1.0394,1.0394,179
2025/2/7 1:33,1.0394,1.0395,1.03915,1.0392,469
2025/2/7 1:34,1.0392,1.03925,1.0392,1.03925,95
2025/2/7 1:35,1.03925,1.03935,1.03915,1.03935,228
2025/2/7 1:36,1.03935,1.0394,1.0393,1.0394,83
